treeModel clockModel method rep error
D995_3_25 unif wLogDate rep076 0.9532002647358914
D995_3_25 unif MD-Cat rep076 1.0586089465981323
D995_3_25 lognorm wLogDate rep076 0.7571898258405001
D995_3_25 lognorm MD-Cat rep076 0.4302410012742005
D995_3_25 gamma wLogDate rep076 0.3813156972259045
D995_3_25 gamma MD-Cat rep076 0.5007003488851556
D995_3_25 exp wLogDate rep076 1.3453283136375662
D995_3_25 exp MD-Cat rep076 1.0221880238942347
D995_3_25 unif wLogDate rep077 1.0210891124493522
D995_3_25 unif MD-Cat rep077 1.039161864182384
D995_3_25 lognorm wLogDate rep077 0.3443465250684447
D995_3_25 lognorm MD-Cat rep077 0.374543174929471
D995_3_25 gamma wLogDate rep077 0.38245792520256267
D995_3_25 gamma MD-Cat rep077 0.44179315713576006
D995_3_25 exp wLogDate rep077 1.4113587766280944
D995_3_25 exp MD-Cat rep077 1.471302161371287
D995_3_25 unif wLogDate rep078 1.042138770398419
D995_3_25 unif MD-Cat rep078 1.0122784376491267
D995_3_25 lognorm wLogDate rep078 0.3528262769115043
D995_3_25 lognorm MD-Cat rep078 0.4518409728015975
D995_3_25 gamma wLogDate rep078 0.44312043712846505
D995_3_25 gamma MD-Cat rep078 0.5046639769751381
D995_3_25 exp wLogDate rep078 1.5291098245254795
D995_3_25 exp MD-Cat rep078 1.348332880627027
D995_3_25 unif wLogDate rep079 0.9542971276871903
D995_3_25 unif MD-Cat rep079 1.0270521891442224
D995_3_25 lognorm wLogDate rep079 0.7710862386043531
D995_3_25 lognorm MD-Cat rep079 0.4281999280277964
D995_3_25 gamma wLogDate rep079 0.4695701879515581
D995_3_25 gamma MD-Cat rep079 0.5233385587115124
D995_3_25 exp wLogDate rep079 1.4607612874849683
D995_3_25 exp MD-Cat rep079 1.2149585603978088
D995_3_25 unif wLogDate rep080 1.260430616116383
D995_3_25 unif MD-Cat rep080 0.9267485357191261
D995_3_25 lognorm wLogDate rep080 0.3611354085617368
D995_3_25 lognorm MD-Cat rep080 0.38253063626420897
D995_3_25 gamma wLogDate rep080 0.6781277760287876
D995_3_25 gamma MD-Cat rep080 0.3997746610344881
D995_3_25 exp wLogDate rep080 1.5119292927133485
D995_3_25 exp MD-Cat rep080 1.057585317992568
D995_3_25 unif wLogDate rep081 1.0503668130577704
D995_3_25 unif MD-Cat rep081 1.223029223186611
D995_3_25 lognorm wLogDate rep081 0.6401216747151095
D995_3_25 lognorm MD-Cat rep081 0.4211582208452826
D995_3_25 gamma wLogDate rep081 0.6833289483170137
D995_3_25 gamma MD-Cat rep081 0.44828907150744984
D995_3_25 exp wLogDate rep081 1.4697536041271957
D995_3_25 exp MD-Cat rep081 1.6808005633390135
D995_3_25 unif wLogDate rep082 1.004442375995641
D995_3_25 unif MD-Cat rep082 0.9847926280181177
D995_3_25 lognorm wLogDate rep082 0.8108244270847705
D995_3_25 lognorm MD-Cat rep082 0.41922701901576714
D995_3_25 gamma wLogDate rep082 0.3416037217728846
D995_3_25 gamma MD-Cat rep082 0.3777227432848764
D995_3_25 exp wLogDate rep082 1.6206862259866623
D995_3_25 exp MD-Cat rep082 1.44683253228133
D995_3_25 unif wLogDate rep083 1.13453380047453
D995_3_25 unif MD-Cat rep083 1.3853187459393088
D995_3_25 lognorm wLogDate rep083 0.3498831627755409
D995_3_25 lognorm MD-Cat rep083 0.4222414035360769
D995_3_25 gamma wLogDate rep083 0.71572199396051
D995_3_25 gamma MD-Cat rep083 0.65441420085107
D995_3_25 exp wLogDate rep083 1.7794810934308443
D995_3_25 exp MD-Cat rep083 1.5795430041762561
D995_3_25 unif wLogDate rep084 1.3915046297165914
D995_3_25 unif MD-Cat rep084 1.2864622569787276
D995_3_25 lognorm wLogDate rep084 0.3617630362517717
D995_3_25 lognorm MD-Cat rep084 0.3996040869386011
D995_3_25 gamma wLogDate rep084 0.9810650427574905
D995_3_25 gamma MD-Cat rep084 0.4306141105557609
D995_3_25 exp wLogDate rep084 1.4383394099991262
D995_3_25 exp MD-Cat rep084 1.2947623939244461
D995_3_25 unif wLogDate rep085 1.1582020982751564
D995_3_25 unif MD-Cat rep085 1.3172380013203389
D995_3_25 lognorm wLogDate rep085 0.31187259975009546
D995_3_25 lognorm MD-Cat rep085 0.3584694613554802
D995_3_25 gamma wLogDate rep085 0.4182379148372449
D995_3_25 gamma MD-Cat rep085 0.5094535677197777
D995_3_25 exp wLogDate rep085 1.8861784437829183
D995_3_25 exp MD-Cat rep085 1.4818319423611108
D995_3_25 unif wLogDate rep086 0.8394649823781497
D995_3_25 unif MD-Cat rep086 1.1638095146140772
D995_3_25 lognorm wLogDate rep086 0.34737268805764177
D995_3_25 lognorm MD-Cat rep086 0.368731560663066
D995_3_25 gamma wLogDate rep086 0.4151275209349096
D995_3_25 gamma MD-Cat rep086 0.5587545257190967
D995_3_25 exp wLogDate rep086 1.8221495085265662
D995_3_25 exp MD-Cat rep086 1.5056906512999357
D995_3_25 unif wLogDate rep087 0.7850227837370208
D995_3_25 unif MD-Cat rep087 1.0422684014152415
D995_3_25 lognorm wLogDate rep087 0.39508276684159127
D995_3_25 lognorm MD-Cat rep087 0.5210894552295985
D995_3_25 gamma wLogDate rep087 0.39367010687561765
D995_3_25 gamma MD-Cat rep087 0.4531955394170268
D995_3_25 exp wLogDate rep087 1.5412734982691059
D995_3_25 exp MD-Cat rep087 1.2344048240637135
D995_3_25 unif wLogDate rep088 0.9931482455821471
D995_3_25 unif MD-Cat rep088 1.3583552578966351
D995_3_25 lognorm wLogDate rep088 0.329099868026397
D995_3_25 lognorm MD-Cat rep088 0.44417918878347085
D995_3_25 gamma wLogDate rep088 0.3869637887056152
D995_3_25 gamma MD-Cat rep088 0.4526670784083091
D995_3_25 exp wLogDate rep088 1.6484628114441988
D995_3_25 exp MD-Cat rep088 1.2723024923981985
D995_3_25 unif wLogDate rep089 1.4226004372386243
D995_3_25 unif MD-Cat rep089 1.3335598465729441
D995_3_25 lognorm wLogDate rep089 0.34496053389354586
D995_3_25 lognorm MD-Cat rep089 0.3767860339648914
D995_3_25 gamma wLogDate rep089 0.40514269968549044
D995_3_25 gamma MD-Cat rep089 0.46025826602860104
D995_3_25 exp wLogDate rep089 1.3116528807379284
D995_3_25 exp MD-Cat rep089 1.3369983575558944
D995_3_25 unif wLogDate rep090 1.2446447927980493
D995_3_25 unif MD-Cat rep090 0.786540255778557
D995_3_25 lognorm wLogDate rep090 0.7705423469675712
D995_3_25 lognorm MD-Cat rep090 0.4754298495969726
D995_3_25 gamma wLogDate rep090 0.3320139576738234
D995_3_25 gamma MD-Cat rep090 0.43380133698983275
D995_3_25 exp wLogDate rep090 1.5637421355805923
D995_3_25 exp MD-Cat rep090 1.339268074102889
D995_3_25 unif wLogDate rep091 1.0505839125011192
D995_3_25 unif MD-Cat rep091 1.0503777844378994
D995_3_25 lognorm wLogDate rep091 0.34663114936358147
D995_3_25 lognorm MD-Cat rep091 0.32022079820823596
D995_3_25 gamma wLogDate rep091 0.35550943393781165
D995_3_25 gamma MD-Cat rep091 0.40314085748480255
D995_3_25 exp wLogDate rep091 1.50042869063898
D995_3_25 exp MD-Cat rep091 1.3256565875685677
D995_3_25 unif wLogDate rep092 1.1479568369495718
D995_3_25 unif MD-Cat rep092 0.7668575183804678
D995_3_25 lognorm wLogDate rep092 0.35627590592170605
D995_3_25 lognorm MD-Cat rep092 0.43152803297362513
D995_3_25 gamma wLogDate rep092 0.3582712399128539
D995_3_25 gamma MD-Cat rep092 0.39737338316655185
D995_3_25 exp wLogDate rep092 1.9450021509066096
D995_3_25 exp MD-Cat rep092 1.3419982906220054
D995_3_25 unif wLogDate rep093 1.0571937411779122
D995_3_25 unif MD-Cat rep093 0.7708969452615517
D995_3_25 lognorm wLogDate rep093 0.418811688323743
D995_3_25 lognorm MD-Cat rep093 0.5485589122813495
D995_3_25 gamma wLogDate rep093 0.6170768718212488
D995_3_25 gamma MD-Cat rep093 0.507450403044297
D995_3_25 exp wLogDate rep093 1.4318407868714709
D995_3_25 exp MD-Cat rep093 1.3927900295574072
D995_3_25 unif wLogDate rep094 1.1193284924166167
D995_3_25 unif MD-Cat rep094 1.2110923037052563
D995_3_25 lognorm wLogDate rep094 0.3151147263095477
D995_3_25 lognorm MD-Cat rep094 0.43319195796371407
D995_3_25 gamma wLogDate rep094 0.7515238521906532
D995_3_25 gamma MD-Cat rep094 0.4363423812715212
D995_3_25 exp wLogDate rep094 1.5359078990182644
D995_3_25 exp MD-Cat rep094 1.2986164776084455
D995_3_25 unif wLogDate rep095 0.7689429303214333
D995_3_25 unif MD-Cat rep095 0.872641599819717
D995_3_25 lognorm wLogDate rep095 0.772308124310633
D995_3_25 lognorm MD-Cat rep095 0.45524265130569697
D995_3_25 gamma wLogDate rep095 0.403701860772017
D995_3_25 gamma MD-Cat rep095 0.5370575517556225
D995_3_25 exp wLogDate rep095 1.539373965086972
D995_3_25 exp MD-Cat rep095 1.8977822792721695
D995_3_25 unif wLogDate rep096 1.125535601875417
D995_3_25 unif MD-Cat rep096 1.0494882577630513
D995_3_25 lognorm wLogDate rep096 0.3387051350189209
D995_3_25 lognorm MD-Cat rep096 0.38051550465195294
D995_3_25 gamma wLogDate rep096 0.3717096571355249
D995_3_25 gamma MD-Cat rep096 0.4816802749258666
D995_3_25 exp wLogDate rep096 1.744851068111947
D995_3_25 exp MD-Cat rep096 1.5506277199699425
D995_3_25 unif wLogDate rep097 0.9385679655316274
D995_3_25 unif MD-Cat rep097 0.9395912658873772
D995_3_25 lognorm wLogDate rep097 0.2722549166957816
D995_3_25 lognorm MD-Cat rep097 0.3131193062810735
D995_3_25 gamma wLogDate rep097 0.3816243729588353
D995_3_25 gamma MD-Cat rep097 0.3982893009746226
D995_3_25 exp wLogDate rep097 1.485368801113277
D995_3_25 exp MD-Cat rep097 1.139188827700967
D995_3_25 unif wLogDate rep098 1.3708510419942403
D995_3_25 unif MD-Cat rep098 0.9468589156041781
D995_3_25 lognorm wLogDate rep098 0.6630492439198529
D995_3_25 lognorm MD-Cat rep098 0.3589215680377636
D995_3_25 gamma wLogDate rep098 0.34392983419055706
D995_3_25 gamma MD-Cat rep098 0.4260336558255209
D995_3_25 exp wLogDate rep098 1.46357775257566
D995_3_25 exp MD-Cat rep098 1.2868176268854734
D995_3_25 unif wLogDate rep099 0.8533556103890564
D995_3_25 unif MD-Cat rep099 1.0758778889635692
D995_3_25 lognorm wLogDate rep099 0.35435431028013903
D995_3_25 lognorm MD-Cat rep099 0.4553172218462637
D995_3_25 gamma wLogDate rep099 0.37764567663568155
D995_3_25 gamma MD-Cat rep099 0.4714912189639
D995_3_25 exp wLogDate rep099 1.624479491920605
D995_3_25 exp MD-Cat rep099 1.3446332928361195
D995_3_25 unif wLogDate rep100 1.0439702121335857
D995_3_25 unif MD-Cat rep100 1.0369915988470182
D995_3_25 lognorm wLogDate rep100 0.35556743618901515
D995_3_25 lognorm MD-Cat rep100 0.4865221735091623
D995_3_25 gamma wLogDate rep100 0.343836497875768
D995_3_25 gamma MD-Cat rep100 0.4320913925357957
D995_3_25 exp wLogDate rep100 1.3844157904308358
D995_3_25 exp MD-Cat rep100 1.3292029178942089
D750_11_10 quartlnorm wLogDate rep001 0.8247653639527736
D750_11_10 quartlnorm MD-Cat rep001 0.9972944217373308
D750_11_10 trilnorm wLogDate rep001 0.7644836382851133
D750_11_10 trilnorm MD-Cat rep001 0.7013822005783495
D750_11_10 trilnormvex wLogDate rep001 0.7367490493911526
D750_11_10 trilnormvex MD-Cat rep001 0.8970514620839279
D750_11_10 trilnormcave wLogDate rep001 0.5698708641538445
D750_11_10 trilnormcave MD-Cat rep001 0.45266370283855956
D750_11_10 quartlnorm wLogDate rep002 1.369772774871522
D750_11_10 quartlnorm MD-Cat rep002 0.9772619374665534
D750_11_10 trilnorm wLogDate rep002 0.7378914290414637
D750_11_10 trilnorm MD-Cat rep002 0.7089991620092049
D750_11_10 trilnormvex wLogDate rep002 0.7180837033050278
D750_11_10 trilnormvex MD-Cat rep002 0.7542559831170971
D750_11_10 trilnormcave wLogDate rep002 0.4383346609387959
D750_11_10 trilnormcave MD-Cat rep002 0.4904453572478184
D750_11_10 quartlnorm wLogDate rep003 0.8779087908286484
D750_11_10 quartlnorm MD-Cat rep003 1.0050337167859136
D750_11_10 trilnorm wLogDate rep003 0.8567116096882569
D750_11_10 trilnorm MD-Cat rep003 0.7076026520593456
D750_11_10 trilnormvex wLogDate rep003 0.979678140136042
D750_11_10 trilnormvex MD-Cat rep003 0.8426742991598306
D750_11_10 trilnormcave wLogDate rep003 0.487594383110242
D750_11_10 trilnormcave MD-Cat rep003 0.6232653158935247
D750_11_10 quartlnorm wLogDate rep004 0.8036522539325973
D750_11_10 quartlnorm MD-Cat rep004 0.9472903779019376
D750_11_10 trilnorm wLogDate rep004 0.8330404989352833
D750_11_10 trilnorm MD-Cat rep004 0.6758731018544354
D750_11_10 trilnormvex wLogDate rep004 1.1000573988535323
D750_11_10 trilnormvex MD-Cat rep004 0.742153331239662
D750_11_10 trilnormcave wLogDate rep004 0.4404659241215847
D750_11_10 trilnormcave MD-Cat rep004 0.5107855340794814
D750_11_10 quartlnorm wLogDate rep005 0.9405978673532112
D750_11_10 quartlnorm MD-Cat rep005 1.1157151226450854
D750_11_10 trilnorm wLogDate rep005 0.5801227302862175
D750_11_10 trilnorm MD-Cat rep005 0.7277264942880298
D750_11_10 trilnormvex wLogDate rep005 0.684079062011802
D750_11_10 trilnormvex MD-Cat rep005 0.8110659947533227
D750_11_10 trilnormcave wLogDate rep005 0.5043512408078178
D750_11_10 trilnormcave MD-Cat rep005 0.6478653068753037
D750_11_10 quartlnorm wLogDate rep006 1.039324205359425
D750_11_10 quartlnorm MD-Cat rep006 0.9673805008615977
D750_11_10 trilnorm wLogDate rep006 0.788211486120984
D750_11_10 trilnorm MD-Cat rep006 0.7660568990731356
D750_11_10 trilnormvex wLogDate rep006 0.6643628238956151
D750_11_10 trilnormvex MD-Cat rep006 0.7183999703352327
D750_11_10 trilnormcave wLogDate rep006 0.3792151249162082
D750_11_10 trilnormcave MD-Cat rep006 0.4254700466460116
D750_11_10 quartlnorm wLogDate rep007 0.8181762338685223
D750_11_10 quartlnorm MD-Cat rep007 1.0620472652605983
D750_11_10 trilnorm wLogDate rep007 0.5745933060469761
D750_11_10 trilnorm MD-Cat rep007 0.6026743722610889
D750_11_10 trilnormvex wLogDate rep007 0.9146786192129644
D750_11_10 trilnormvex MD-Cat rep007 0.7680675159264774
D750_11_10 trilnormcave wLogDate rep007 0.49526093674861216
D750_11_10 trilnormcave MD-Cat rep007 0.5469883653804966
D750_11_10 quartlnorm wLogDate rep008 0.785363685973694
D750_11_10 quartlnorm MD-Cat rep008 0.9151567697844674
D750_11_10 trilnorm wLogDate rep008 0.5733332344319945
D750_11_10 trilnorm MD-Cat rep008 0.7425178542773696
D750_11_10 trilnormvex wLogDate rep008 0.5955098085246138
D750_11_10 trilnormvex MD-Cat rep008 0.7600260171890904
D750_11_10 trilnormcave wLogDate rep008 0.7354885916682841
D750_11_10 trilnormcave MD-Cat rep008 0.6920304057840991
D750_11_10 quartlnorm wLogDate rep009 1.2267210831208046
D750_11_10 quartlnorm MD-Cat rep009 1.1963951959271997
D750_11_10 trilnorm wLogDate rep009 0.6227818298039318
D750_11_10 trilnorm MD-Cat rep009 0.7322761958552249
D750_11_10 trilnormvex wLogDate rep009 0.8357447806000908
D750_11_10 trilnormvex MD-Cat rep009 0.8401482899998918
D750_11_10 trilnormcave wLogDate rep009 0.5126134764167889
D750_11_10 trilnormcave MD-Cat rep009 0.6130431330200169
D750_11_10 quartlnorm wLogDate rep010 0.8964408787485499
D750_11_10 quartlnorm MD-Cat rep010 1.188516181140418
D750_11_10 trilnorm wLogDate rep010 0.5566142536359219
D750_11_10 trilnorm MD-Cat rep010 0.6900025888380491
D750_11_10 trilnormvex wLogDate rep010 0.6637050416923592
D750_11_10 trilnormvex MD-Cat rep010 0.8070625103846337
D750_11_10 trilnormcave wLogDate rep010 0.4900279299152106
D750_11_10 trilnormcave MD-Cat rep010 0.5882547326285525
D750_11_10 quartlnorm wLogDate rep011 0.8722372701762021
D750_11_10 quartlnorm MD-Cat rep011 1.1657411351275324
D750_11_10 trilnorm wLogDate rep011 0.840862038114753
D750_11_10 trilnorm MD-Cat rep011 0.5790759998152193
D750_11_10 trilnormvex wLogDate rep011 0.705842637177289
D750_11_10 trilnormvex MD-Cat rep011 0.870532020375149
D750_11_10 trilnormcave wLogDate rep011 0.5163428252061891
D750_11_10 trilnormcave MD-Cat rep011 0.5952039066968169
D750_11_10 quartlnorm wLogDate rep012 0.7856041973240352
D750_11_10 quartlnorm MD-Cat rep012 0.915174686774499
D750_11_10 trilnorm wLogDate rep012 0.6442944624658172
D750_11_10 trilnorm MD-Cat rep012 0.7828695143674349
D750_11_10 trilnormvex wLogDate rep012 0.9345685043440085
D750_11_10 trilnormvex MD-Cat rep012 0.9874426353305015
D750_11_10 trilnormcave wLogDate rep012 0.47216879809074647
D750_11_10 trilnormcave MD-Cat rep012 0.6647800134628195
D750_11_10 quartlnorm wLogDate rep013 1.102161120648522
D750_11_10 quartlnorm MD-Cat rep013 1.137468338349621
D750_11_10 trilnorm wLogDate rep013 0.6695171754439742
D750_11_10 trilnorm MD-Cat rep013 0.8692769920852823
D750_11_10 trilnormvex wLogDate rep013 0.631845928647904
D750_11_10 trilnormvex MD-Cat rep013 0.721768911627036
D750_11_10 trilnormcave wLogDate rep013 0.523691488367367
D750_11_10 trilnormcave MD-Cat rep013 0.6412327745846192
D750_11_10 quartlnorm wLogDate rep014 1.2184949667480005
D750_11_10 quartlnorm MD-Cat rep014 1.0147988384439268
D750_11_10 trilnorm wLogDate rep014 0.5103353054647128
D750_11_10 trilnorm MD-Cat rep014 0.710895162029476
D750_11_10 trilnormvex wLogDate rep014 0.8134183238451484
D750_11_10 trilnormvex MD-Cat rep014 0.8328427693669481
D750_11_10 trilnormcave wLogDate rep014 0.6164561190544481
D750_11_10 trilnormcave MD-Cat rep014 0.5298292971666863
D750_11_10 quartlnorm wLogDate rep015 0.8814305338500124
D750_11_10 quartlnorm MD-Cat rep015 1.0188702189854664
D750_11_10 trilnorm wLogDate rep015 0.8262846058103704
D750_11_10 trilnorm MD-Cat rep015 0.6848571884808029
D750_11_10 trilnormvex wLogDate rep015 0.5949864278493826
D750_11_10 trilnormvex MD-Cat rep015 0.742089606576408
D750_11_10 trilnormcave wLogDate rep015 0.3953545269909848
D750_11_10 trilnormcave MD-Cat rep015 0.5363319397546548
D750_11_10 quartlnorm wLogDate rep016 1.0692142325279943
D750_11_10 quartlnorm MD-Cat rep016 1.1193513540340505
D750_11_10 trilnorm wLogDate rep016 0.766178014487723
D750_11_10 trilnorm MD-Cat rep016 0.7605754005891951
D750_11_10 trilnormvex wLogDate rep016 0.6472099024685625
D750_11_10 trilnormvex MD-Cat rep016 0.8299063286549309
D750_11_10 trilnormcave wLogDate rep016 0.7321971515633262
D750_11_10 trilnormcave MD-Cat rep016 0.48953414984538635
D750_11_10 quartlnorm wLogDate rep017 1.6486286703367308
D750_11_10 quartlnorm MD-Cat rep017 1.1139052299525314
D750_11_10 trilnorm wLogDate rep017 1.095583185502168
D750_11_10 trilnorm MD-Cat rep017 0.9008274496978311
D750_11_10 trilnormvex wLogDate rep017 0.9381971953866682
D750_11_10 trilnormvex MD-Cat rep017 0.8046738404434047
D750_11_10 trilnormcave wLogDate rep017 0.65995129254475
D750_11_10 trilnormcave MD-Cat rep017 0.525368735808594
D750_11_10 quartlnorm wLogDate rep018 0.8943187145843119
D750_11_10 quartlnorm MD-Cat rep018 1.090757865597021
D750_11_10 trilnorm wLogDate rep018 0.7210694314966872
D750_11_10 trilnorm MD-Cat rep018 0.816223686419465
D750_11_10 trilnormvex wLogDate rep018 0.833367178606826
D750_11_10 trilnormvex MD-Cat rep018 0.80011265972524
D750_11_10 trilnormcave wLogDate rep018 0.644425198360231
D750_11_10 trilnormcave MD-Cat rep018 0.569775006801088
D750_11_10 quartlnorm wLogDate rep019 0.9056349205565891
D750_11_10 quartlnorm MD-Cat rep019 1.078842677508979
D750_11_10 trilnorm wLogDate rep019 0.6351866084180036
D750_11_10 trilnorm MD-Cat rep019 0.7388497380761817
D750_11_10 trilnormvex wLogDate rep019 1.0311827425026108
D750_11_10 trilnormvex MD-Cat rep019 0.7686790420445755
D750_11_10 trilnormcave wLogDate rep019 0.6108269588922847
D750_11_10 trilnormcave MD-Cat rep019 0.4877538504293805
D750_11_10 quartlnorm wLogDate rep020 1.3480308300422505
D750_11_10 quartlnorm MD-Cat rep020 1.0478058667884214
D750_11_10 trilnorm wLogDate rep020 0.6171326425640712
D750_11_10 trilnorm MD-Cat rep020 0.912653183079731
D750_11_10 trilnormvex wLogDate rep020 0.7660227925627197
D750_11_10 trilnormvex MD-Cat rep020 0.8093418859405396
D750_11_10 trilnormcave wLogDate rep020 0.44781150387065244
D750_11_10 trilnormcave MD-Cat rep020 0.5057518237428672
D750_11_10 quartlnorm wLogDate rep021 1.147358713554923
D750_11_10 quartlnorm MD-Cat rep021 0.9494711130844835
D750_11_10 trilnorm wLogDate rep021 0.8651914888633923
D750_11_10 trilnorm MD-Cat rep021 0.7575845005148035
D750_11_10 trilnormvex wLogDate rep021 0.6218776641514036
D750_11_10 trilnormvex MD-Cat rep021 0.8789543087271158
D750_11_10 trilnormcave wLogDate rep021 0.4530169087108969
D750_11_10 trilnormcave MD-Cat rep021 0.44433272860783585
D750_11_10 quartlnorm wLogDate rep022 0.8291649776239487
D750_11_10 quartlnorm MD-Cat rep022 1.2130715101058447
D750_11_10 trilnorm wLogDate rep022 0.5611377987947331
D750_11_10 trilnorm MD-Cat rep022 0.6893172798306297
D750_11_10 trilnormvex wLogDate rep022 0.6274683663940247
D750_11_10 trilnormvex MD-Cat rep022 0.8554895083940475
D750_11_10 trilnormcave wLogDate rep022 0.49591861432635814
D750_11_10 trilnormcave MD-Cat rep022 0.5776358085588343
D750_11_10 quartlnorm wLogDate rep023 0.7734155293104495
D750_11_10 quartlnorm MD-Cat rep023 0.8072957804560417
D750_11_10 trilnorm wLogDate rep023 0.6606341975169592
D750_11_10 trilnorm MD-Cat rep023 0.6038842082903607
D750_11_10 trilnormvex wLogDate rep023 0.8360329766998429
D750_11_10 trilnormvex MD-Cat rep023 0.8013803469632131
D750_11_10 trilnormcave wLogDate rep023 0.47867281361707087
D750_11_10 trilnormcave MD-Cat rep023 0.6272338859105822
